21,16384,XL,False,512,24,2048,8192,128,24,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 20, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 24, 'h_dim': 2048, 'mlp_dim': 8192, 'head_dim': 128, 'n_heads': 24, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmp57_dc2ps/throughput_results_bsz20.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz20__sl512_coslr0.0006to6e-06_h2048_ff8192_nH24_dH128_nl24_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,1478160384,1444605952,NVIDIA A100-SXM4-80GB,0,0,0,0,0,0,0,0,True
22,16384,XL,False,512,24,2048,8192,128,24,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 20, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 24, 'h_dim': 2048, 'mlp_dim': 8192, 'head_dim': 128, 'n_heads': 24, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmp57_dc2ps/throughput_results_bsz20.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz20__sl512_coslr0.0006to6e-06_h2048_ff8192_nH24_dH128_nl24_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,1478160384,1444605952,NVIDIA A100-SXM4-80GB,0,0,0,0,0,0,0,0,True
24,16384,XL,False,512,24,2048,8192,128,24,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 20, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 24, 'h_dim': 2048, 'mlp_dim': 8192, 'head_dim': 128, 'n_heads': 24, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmp57_dc2ps/throughput_results_bsz20.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz20__sl512_coslr0.0006to6e-06_h2048_ff8192_nH24_dH128_nl24_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,1478160384,1444605952,NVIDIA A100-SXM4-80GB,0,0,0,0,0,0,0,0,True
1,16384,large,False,512,24,1536,6144,96,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 1, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 24, 'h_dim': 1536, 'mlp_dim': 6144, 'head_dim': 96, 'n_heads': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpj7k6qvxi/throughput_results_bsz1.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz1__sl512_coslr0.0006to6e-06_h1536_ff6144_nH16_dH96_nl24_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,731077632,705911808,NVIDIA A100-SXM4-80GB,4324.83984375,8431.77490234375,512,144.76485334123885,0.17570673310298665,6.907754036422128,0.008392809958436241,3537,False,760.5 G,360.78 GMACs,731.08 M
8,16384,large,False,512,24,1536,6144,96,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 8, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 24, 'h_dim': 1536, 'mlp_dim': 6144, 'head_dim': 96, 'n_heads': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpj7k6qvxi/throughput_results_bsz8.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz8__sl512_coslr0.0006to6e-06_h1536_ff6144_nH16_dH96_nl24_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,731077632,705911808,NVIDIA A100-SXM4-80GB,4324.83984375,8441.80224609375,4096,207.57672228131975,0.4169508024525382,4.817495858927492,0.009665078471976018,19732,False,6084.0 G,2886.22 GMACs,731.08 M
16,16384,large,False,512,24,1536,6144,96,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 16, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 24, 'h_dim': 1536, 'mlp_dim': 6144, 'head_dim': 96, 'n_heads': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpj7k6qvxi/throughput_results_bsz16.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz16__sl512_coslr0.0006to6e-06_h1536_ff6144_nH16_dH96_nl24_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,731077632,705911808,NVIDIA A100-SXM4-80GB,4324.83984375,8430.83349609375,8192,335.70709228515625,0.3987327434808183,2.9787872314314416,0.0035350512923131784,24402,False
24,16384,large,False,512,24,1536,6144,96,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 24, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 24, 'h_dim': 1536, 'mlp_dim': 6144, 'head_dim': 96, 'n_heads': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpj7k6qvxi/throughput_results_bsz24.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz24__sl512_coslr0.0006to6e-06_h1536_ff6144_nH16_dH96_nl24_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,731077632,705911808,NVIDIA A100-SXM4-80GB,4324.83984375,8431.73974609375,12288,469.5715659005301,0.2355474340613312,2.1296008374830584,0.0010678760705314443,26169,False
32,16384,large,False,512,24,1536,6144,96,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 32, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 24, 'h_dim': 1536, 'mlp_dim': 6144, 'head_dim': 96, 'n_heads': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpj7k6qvxi/throughput_results_bsz32.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz32__sl512_coslr0.0006to6e-06_h1536_ff6144_nH16_dH96_nl24_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,731077632,705911808,NVIDIA A100-SXM4-80GB,4324.83984375,8430.89599609375,16384,602.899409702846,0.5978511731363234,1.6586514829942773,0.0016465001598090607,27175,False
36,16384,large,False,512,24,1536,6144,96,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 36, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 24, 'h_dim': 1536, 'mlp_dim': 6144, 'head_dim': 96, 'n_heads': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpj7k6qvxi/throughput_results_bsz36.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz36__sl512_coslr0.0006to6e-06_h1536_ff6144_nH16_dH96_nl24_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,731077632,705911808,NVIDIA A100-SXM4-80GB,4324.83984375,8430.91162109375,18432,665.0996224539621,0.6755533531759579,1.5035341567484044,0.0015259253241966197,27713,False
38,16384,large,False,512,24,1536,6144,96,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 38, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 24, 'h_dim': 1536, 'mlp_dim': 6144, 'head_dim': 96, 'n_heads': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpj7k6qvxi/throughput_results_bsz38.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz38__sl512_coslr0.0006to6e-06_h1536_ff6144_nH16_dH96_nl24_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,731077632,705911808,NVIDIA A100-SXM4-80GB,4324.83984375,8470.91943359375,19456,702.1966378348214,0.6942762312909531,1.4241025178978872,0.0014084205897324097,27707,False
39,16384,large,False,512,24,1536,6144,96,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 38, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 24, 'h_dim': 1536, 'mlp_dim': 6144, 'head_dim': 96, 'n_heads': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpj7k6qvxi/throughput_results_bsz38.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz38__sl512_coslr0.0006to6e-06_h1536_ff6144_nH16_dH96_nl24_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,731077632,705911808,NVIDIA A100-SXM4-80GB,0,0,0,0,0,0,0,0,True
40,16384,large,False,512,24,1536,6144,96,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 38, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 24, 'h_dim': 1536, 'mlp_dim': 6144, 'head_dim': 96, 'n_heads': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpj7k6qvxi/throughput_results_bsz38.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz38__sl512_coslr0.0006to6e-06_h1536_ff6144_nH16_dH96_nl24_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,731077632,705911808,NVIDIA A100-SXM4-80GB,0,0,0,0,0,0,0,0,True
1,16384,medium,False,512,24,1024,4096,64,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 1, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 24, 'h_dim': 1024, 'mlp_dim': 4096, 'head_dim': 64, 'n_heads': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpbkn117hl/throughput_results_bsz1.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz1__sl512_coslr0.0006to6e-06_h1024_ff4096_nH16_dH64_nl24_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,336390144,319612928,NVIDIA A100-SXM4-80GB,2819.2265625,3897.93505859375,512,124.76518412998745,0.4575870955839443,8.015056499721455,0.029274228120495727,4104,False,352.42 G,163.21 GMACs,336.39 M
8,16384,medium,False,512,24,1024,4096,64,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 8, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 24, 'h_dim': 1024, 'mlp_dim': 4096, 'head_dim': 64, 'n_heads': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpbkn117hl/throughput_results_bsz8.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz8__sl512_coslr0.0006to6e-06_h1024_ff4096_nH16_dH64_nl24_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,336390144,319612928,NVIDIA A100-SXM4-80GB,2819.2265625,3897.96240234375,4096,147.7018334524972,0.2662966817800768,6.770396660794416,0.012196214358226348,27732,False,2819.33 G,1305.67 GMACs,336.39 M
16,16384,medium,False,512,24,1024,4096,64,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 16, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 24, 'h_dim': 1024, 'mlp_dim': 4096, 'head_dim': 64, 'n_heads': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpbkn117hl/throughput_results_bsz16.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz16__sl512_coslr0.0006to6e-06_h1024_ff4096_nH16_dH64_nl24_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,336390144,319612928,NVIDIA A100-SXM4-80GB,2819.2265625,3897.99365234375,8192,202.28758784702845,0.27011816836663244,4.94345703877891,0.006575823798183141,40497,False,5638.67 G,2611.34 GMACs,336.39 M
24,16384,medium,False,512,24,1024,4096,64,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 24, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 24, 'h_dim': 1024, 'mlp_dim': 4096, 'head_dim': 64, 'n_heads': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpbkn117hl/throughput_results_bsz24.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz24__sl512_coslr0.0006to6e-06_h1024_ff4096_nH16_dH64_nl24_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,336390144,319612928,NVIDIA A100-SXM4-80GB,2819.2265625,3898.02490234375,12288,282.89100646972656,0.29811430823154833,3.5349303340508085,0.0037228689582297883,43437,False
32,16384,medium,False,512,24,1024,4096,64,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 32, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 24, 'h_dim': 1024, 'mlp_dim': 4096, 'head_dim': 64, 'n_heads': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpbkn117hl/throughput_results_bsz32.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz32__sl512_coslr0.0006to6e-06_h1024_ff4096_nH16_dH64_nl24_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,336390144,319612928,NVIDIA A100-SXM4-80GB,2819.2265625,3898.05615234375,16384,362.3969247000558,0.25290261119856433,2.7594053145668043,0.0019258026318507045,45210,False
40,16384,medium,False,512,24,1024,4096,64,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 40, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 24, 'h_dim': 1024, 'mlp_dim': 4096, 'head_dim': 64, 'n_heads': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpbkn117hl/throughput_results_bsz40.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz40__sl512_coslr0.0006to6e-06_h1024_ff4096_nH16_dH64_nl24_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,336390144,319612928,NVIDIA A100-SXM4-80GB,2819.2265625,3898.08740234375,20480,439.2704315185547,0.2502237272409992,2.2765019638198893,0.0012966880097852762,46623,False
48,16384,medium,False,512,24,1024,4096,64,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 48, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 500, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'gpt', 'use_flash': False, 'n_layers': 24, 'h_dim': 1024, 'mlp_dim': 4096, 'head_dim': 64, 'n_heads': 16, 'project_path': '/ibex/user/serikoo/languini_proj/Languini/languini/projects/gpt', 'compile': 'default', 'results_pickle_file': '/tmp/tmpbkn117hl/throughput_results_bsz48.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'GPT_books16384_bsz48__sl512_coslr0.0006to6e-06_h1024_ff4096_nH16_dH64_nl24_clip0.0_decay500k_gpus1_defaultCompile_fp16'})",forward and backward,336390144,319612928,NVIDIA A100-SXM4-80GB,2819.2265625,3898.11865234375,24576,522.1779349190848,0.46809417818029664,1.915056024255328,0.0017173144601950103,47064,False
