batch_size,vocab_size,config_name,seq_len,n_layers,h_dim,mlp_dim,head_dim,n_heads,compile,class,config,performance test,number of parameters,number of non-embedding parameters,device,model memory usage megabytes,step memory usage in megabytes,tokens per batch,avg step duration in ms,std step duration in ms,avg iterations per second,std iterations per second,tokens per second,OOM,flops,macs,params
1,16384,small,512,12,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': '/data/languini_data/books', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 1, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 12, 'h_dim': 768, 'mlp_dim': 3072, 'head_dim': 64, 'n_heads': 12, 'block_length': 16, 'project_path': '/home/imanol/Languini/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmppk9ydu4o/throughput_results_bsz1.pkl', 'n_gpus': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl16_books16384_bsz1_micro1_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl12_clip0.0_decay500k_gpus1_defaultCompile_fp16_fast_coupled'})",forward and backward,110221824,97638912,NVIDIA GeForce RTX 3090,804.650390625,1345.86865234375,512,513.0922783745659,12.66859240999843,1.9489671588274875,0.0475408030802847,998,False,100.07 G,49.93 GMACs,110.22 M
40,16384,tiny,512,4,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': 'data/books', 'relative_log_path': 'logs', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 40, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 4, 'h_dim': 768, 'mlp_dim': 3072, 'head_dim': 64, 'n_heads': 12, 'block_length': 8, 'project_path': '/home/imanol/languini-kitchen/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmp8bd9kgk3/throughput_results_bsz40.pkl', 'n_workers': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl8_books16384_bsz40_micro1_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl4_clip0.0_decay500k_workers1_defaultCompile_fp16_seed0'})",forward and backward,55881216,43298304,NVIDIA GeForce RTX 4090,341.232421875,1185.22021484375,20480,408.28780038016185,8.272231068709607,2.449252706225578,0.04758719922200165,50161,False
48,16384,tiny,512,4,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': 'data/books', 'relative_log_path': 'logs', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 48, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 4, 'h_dim': 768, 'mlp_dim': 3072, 'head_dim': 64, 'n_heads': 12, 'block_length': 8, 'project_path': '/home/imanol/languini-kitchen/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmp8bd9kgk3/throughput_results_bsz48.pkl', 'n_workers': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl8_books16384_bsz48_micro1_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl4_clip0.0_decay500k_workers1_defaultCompile_fp16_seed0'})",forward and backward,55881216,43298304,NVIDIA GeForce RTX 4090,341.232421875,1285.82958984375,24576,467.5938611711775,19.083135287684385,2.1386080593430172,0.07767831919819397,52558,False
56,16384,tiny,512,4,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': 'data/books', 'relative_log_path': 'logs', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 56, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 4, 'h_dim': 768, 'mlp_dim': 3072, 'head_dim': 64, 'n_heads': 12, 'block_length': 8, 'project_path': '/home/imanol/languini-kitchen/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmp8bd9kgk3/throughput_results_bsz56.pkl', 'n_workers': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl8_books16384_bsz56_micro1_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl4_clip0.0_decay500k_workers1_defaultCompile_fp16_seed0'})",forward and backward,55881216,43298304,NVIDIA GeForce RTX 4090,341.232421875,1384.65771484375,28672,502.2577449253627,1.5230035183009631,1.9910096162849684,0.0060345366508038865,57086,False
60,16384,tiny,512,4,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': 'data/books', 'relative_log_path': 'logs', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 60, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 4, 'h_dim': 768, 'mlp_dim': 3072, 'head_dim': 64, 'n_heads': 12, 'block_length': 8, 'project_path': '/home/imanol/languini-kitchen/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmp8bd9kgk3/throughput_results_bsz60.pkl', 'n_workers': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl8_books16384_bsz60_micro1_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl4_clip0.0_decay500k_workers1_defaultCompile_fp16_seed0'})",forward and backward,55881216,43298304,NVIDIA GeForce RTX 4090,341.232421875,1433.62646484375,30720,535.3226013183594,7.8350786522921,1.8680324677815991,0.02653527548144609,57386,False
61,16384,tiny,512,4,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': 'data/books', 'relative_log_path': 'logs', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 61, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 4, 'h_dim': 768, 'mlp_dim': 3072, 'head_dim': 64, 'n_heads': 12, 'block_length': 8, 'project_path': '/home/imanol/languini-kitchen/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmp8bd9kgk3/throughput_results_bsz61.pkl', 'n_workers': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl8_books16384_bsz61_micro1_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl4_clip0.0_decay500k_workers1_defaultCompile_fp16_seed0'})",forward and backward,55881216,43298304,NVIDIA GeForce RTX 4090,341.232421875,1436.63037109375,31232,543.5998447963169,9.836697788272488,1.8395884575255776,0.03226022580751189,57454,False
62,16384,tiny,512,4,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': 'data/books', 'relative_log_path': 'logs', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 61, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 4, 'h_dim': 768, 'mlp_dim': 3072, 'head_dim': 64, 'n_heads': 12, 'block_length': 8, 'project_path': '/home/imanol/languini-kitchen/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmp8bd9kgk3/throughput_results_bsz61.pkl', 'n_workers': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl8_books16384_bsz61_micro1_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl4_clip0.0_decay500k_workers1_defaultCompile_fp16_seed0'})",forward and backward,55881216,43298304,NVIDIA GeForce RTX 4090,0,0,0,0,0,0,0,0,True
64,16384,tiny,512,4,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': 'data/books', 'relative_log_path': 'logs', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 61, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 4, 'h_dim': 768, 'mlp_dim': 3072, 'head_dim': 64, 'n_heads': 12, 'block_length': 8, 'project_path': '/home/imanol/languini-kitchen/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmp8bd9kgk3/throughput_results_bsz61.pkl', 'n_workers': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl8_books16384_bsz61_micro1_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl4_clip0.0_decay500k_workers1_defaultCompile_fp16_seed0'})",forward and backward,55881216,43298304,NVIDIA GeForce RTX 4090,0,0,0,0,0,0,0,0,True
1,16384,medium,512,24,1024,4096,64,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': 'data/books', 'relative_log_path': 'logs', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 1, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 24, 'h_dim': 1024, 'mlp_dim': 4096, 'head_dim': 64, 'n_heads': 16, 'block_length': 16, 'project_path': '/home/imanol/languini-kitchen/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmpsw4dp824/throughput_results_bsz1.pkl', 'n_workers': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl16_books16384_bsz1_micro1_sl512_coslr0.0006to6e-06_h1024_ff4096_nH16_dH64_nl24_clip0.0_decay500k_workers1_defaultCompile_fp16_seed0'})",forward and backward,361056256,344279040,NVIDIA GeForce RTX 4090,2145.6953125,4335.95068359375,512,1002.0847778320312,6.879640246697143,0.9979195594243617,0.0068050352861432255,511,False,352.74 G,176.09 GMACs,361.06 M
5,16384,medium,512,24,1024,4096,64,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': 'data/books', 'relative_log_path': 'logs', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 5, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 24, 'h_dim': 1024, 'mlp_dim': 4096, 'head_dim': 64, 'n_heads': 16, 'block_length': 16, 'project_path': '/home/imanol/languini-kitchen/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmpsw4dp824/throughput_results_bsz5.pkl', 'n_workers': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl16_books16384_bsz5_micro1_sl512_coslr0.0006to6e-06_h1024_ff4096_nH16_dH64_nl24_clip0.0_decay500k_workers1_defaultCompile_fp16_seed0'})",forward and backward,361056256,344279040,NVIDIA GeForce RTX 4090,2145.6953125,4799.84130859375,2560,984.1176191057477,23.355047590044677,1.016138701905047,0.023579384314133294,2601,False
6,16384,medium,512,24,1024,4096,64,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': 'data/books', 'relative_log_path': 'logs', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 5, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 24, 'h_dim': 1024, 'mlp_dim': 4096, 'head_dim': 64, 'n_heads': 16, 'block_length': 16, 'project_path': '/home/imanol/languini-kitchen/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmpsw4dp824/throughput_results_bsz5.pkl', 'n_workers': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl16_books16384_bsz5_micro1_sl512_coslr0.0006to6e-06_h1024_ff4096_nH16_dH64_nl24_clip0.0_decay500k_workers1_defaultCompile_fp16_seed0'})",forward and backward,361056256,344279040,NVIDIA GeForce RTX 4090,0,0,0,0,0,0,0,0,True
7,16384,medium,512,24,1024,4096,64,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': 'data/books', 'relative_log_path': 'logs', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 5, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 24, 'h_dim': 1024, 'mlp_dim': 4096, 'head_dim': 64, 'n_heads': 16, 'block_length': 16, 'project_path': '/home/imanol/languini-kitchen/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmpsw4dp824/throughput_results_bsz5.pkl', 'n_workers': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl16_books16384_bsz5_micro1_sl512_coslr0.0006to6e-06_h1024_ff4096_nH16_dH64_nl24_clip0.0_decay500k_workers1_defaultCompile_fp16_seed0'})",forward and backward,361056256,344279040,NVIDIA GeForce RTX 4090,0,0,0,0,0,0,0,0,True
8,16384,medium,512,24,1024,4096,64,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': 'data/books', 'relative_log_path': 'logs', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 5, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 24, 'h_dim': 1024, 'mlp_dim': 4096, 'head_dim': 64, 'n_heads': 16, 'block_length': 16, 'project_path': '/home/imanol/languini-kitchen/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmpsw4dp824/throughput_results_bsz5.pkl', 'n_workers': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl16_books16384_bsz5_micro1_sl512_coslr0.0006to6e-06_h1024_ff4096_nH16_dH64_nl24_clip0.0_decay500k_workers1_defaultCompile_fp16_seed0'})",forward and backward,361056256,344279040,NVIDIA GeForce RTX 4090,0,0,0,0,0,0,0,0,True
1,16384,large,512,24,1536,6144,96,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': 'data/books', 'relative_log_path': 'logs', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 1, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 24, 'h_dim': 1536, 'mlp_dim': 6144, 'head_dim': 96, 'n_heads': 16, 'block_length': 16, 'project_path': '/home/imanol/languini-kitchen/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmp51f41zgt/throughput_results_bsz1.pkl', 'n_workers': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl16_books16384_bsz1_micro1_sl512_coslr0.0006to6e-06_h1536_ff6144_nH16_dH96_nl24_clip0.0_decay500k_workers1_defaultCompile_fp16_seed0'})",forward and backward,786951168,761785344,NVIDIA GeForce RTX 4090,3770.35546875,9343.64208984375,512,1011.1980460030692,14.454901000566483,0.9889259615885025,0.013995275916373619,506,False,780.37 G,389.77 GMACs,786.95 M
2,16384,large,512,24,1536,6144,96,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': 'data/books', 'relative_log_path': 'logs', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 2, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 24, 'h_dim': 1536, 'mlp_dim': 6144, 'head_dim': 96, 'n_heads': 16, 'block_length': 16, 'project_path': '/home/imanol/languini-kitchen/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmp51f41zgt/throughput_results_bsz2.pkl', 'n_workers': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl16_books16384_bsz2_micro1_sl512_coslr0.0006to6e-06_h1536_ff6144_nH16_dH96_nl24_clip0.0_decay500k_workers1_defaultCompile_fp16_seed0'})",forward and backward,786951168,761785344,NVIDIA GeForce RTX 4090,3770.35546875,9477.58349609375,1024,1021.6249694824219,23.094533702133234,0.9788327711945239,0.02147053879640468,1002,False
3,16384,large,512,24,1536,6144,96,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': 'data/books', 'relative_log_path': 'logs', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 2, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 24, 'h_dim': 1536, 'mlp_dim': 6144, 'head_dim': 96, 'n_heads': 16, 'block_length': 16, 'project_path': '/home/imanol/languini-kitchen/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmp51f41zgt/throughput_results_bsz2.pkl', 'n_workers': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl16_books16384_bsz2_micro1_sl512_coslr0.0006to6e-06_h1536_ff6144_nH16_dH96_nl24_clip0.0_decay500k_workers1_defaultCompile_fp16_seed0'})",forward and backward,786951168,761785344,NVIDIA GeForce RTX 4090,0,0,0,0,0,0,0,0,True
5,16384,large,512,24,1536,6144,96,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': 'data/books', 'relative_log_path': 'logs', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 2, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 24, 'h_dim': 1536, 'mlp_dim': 6144, 'head_dim': 96, 'n_heads': 16, 'block_length': 16, 'project_path': '/home/imanol/languini-kitchen/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmp51f41zgt/throughput_results_bsz2.pkl', 'n_workers': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl16_books16384_bsz2_micro1_sl512_coslr0.0006to6e-06_h1536_ff6144_nH16_dH96_nl24_clip0.0_decay500k_workers1_defaultCompile_fp16_seed0'})",forward and backward,786951168,761785344,NVIDIA GeForce RTX 4090,0,0,0,0,0,0,0,0,True
8,16384,large,512,24,1536,6144,96,16,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"Munch({'data_root': 'data/books', 'relative_log_path': 'logs', 'dataset': 'books_16384', 'vocab_size': 16384, 'debug': False, 'seed': 0, 'gradient_accumulation_steps': 1, 'train_batch_size': 2, 'eval_batch_size': 16, 'test_batch_size': 16, 'seq_len': 512, 'max_eval_steps': 512, 'max_train_steps': 500000, 'decay_steps': 500000, 'max_lr': 0.0006, 'min_lr': 6e-06, 'grad_clip_norm': 0.0, 'tokens_per_second': 0, 'eval_every': 1000, 'test_every': -1, 'log_terminal_every': 100, 'log_metrics_every': 100, 'log_grads_every': 1000, 'log_activations_every': -1, 'log_ckpt_every': 5000, 'logger_type': 'all', 'wandb_project_name': 'lstm', 'is_quasi': True, 'n_layers': 24, 'h_dim': 1536, 'mlp_dim': 6144, 'head_dim': 96, 'n_heads': 16, 'block_length': 16, 'project_path': '/home/imanol/languini-kitchen/languini/projects/lstm', 'compile': 'default', 'results_pickle_file': '/tmp/tmp51f41zgt/throughput_results_bsz2.pkl', 'n_workers': 1, 'device': 'cuda', 'exp_name': 'quasiLSTM_bl16_books16384_bsz2_micro1_sl512_coslr0.0006to6e-06_h1536_ff6144_nH16_dH96_nl24_clip0.0_decay500k_workers1_defaultCompile_fp16_seed0'})",forward and backward,786951168,761785344,NVIDIA GeForce RTX 4090,0,0,0,0,0,0,0,0,True
